,Application mode,Course,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
2702,8,7,1,0,20,5,5,0,0,5,5,0,0,0
2703,15,4,1,0,25,6,16,3,11,6,14,4,11,0
2704,8,14,1,0,19,5,10,0,0,5,5,0,0,0
2705,12,9,1,0,24,5,8,3,10,5,5,1,14,0
2706,1,8,1,0,20,5,7,4,11,5,5,5,13,1
2707,1,9,1,0,20,5,5,0,0,5,5,0,0,0
2708,3,5,1,0,18,6,6,6,12,6,8,6,14,1
2709,12,13,1,0,25,7,14,7,11,8,15,7,12,0
2710,8,11,1,0,22,6,7,5,14,6,6,6,15,1
2711,14,3,0,0,41,6,6,0,0,6,12,0,0,0
2712,1,9,1,1,19,5,11,2,11,5,10,0,0,0
2713,14,8,1,0,21,6,10,6,12,6,12,5,12,1
2714,12,6,1,0,30,6,7,6,16,6,7,6,16,0
2715,1,12,1,1,21,7,9,5,13,8,9,7,13,1
2716,12,13,1,1,26,7,7,0,0,8,8,0,0,0
2717,6,14,1,0,21,7,9,7,14,6,8,6,14,1
2718,1,12,1,0,18,8,8,7,14,8,8,7,14,1
2719,1,6,1,1,19,6,7,6,14,6,10,6,13,1
2720,1,6,1,1,18,6,7,6,13,6,10,6,13,1
2721,8,9,1,0,19,5,10,3,11,5,9,4,11,0
2722,14,6,1,0,21,6,11,4,11,6,12,3,13,0
2723,8,9,1,1,18,5,15,2,10,5,14,2,12,0
2724,12,12,1,1,24,8,15,6,12,8,15,6,12,1
2725,1,8,1,0,21,5,12,1,11,5,9,2,10,0
2726,15,6,1,0,23,6,14,5,14,6,7,6,13,1
2727,8,12,1,1,18,8,8,7,14,8,8,7,14,1
2728,12,6,0,0,26,6,8,6,15,6,7,5,14,0
2729,1,8,1,0,20,5,9,4,12,5,6,5,13,1
2730,1,10,1,0,18,6,7,6,13,6,7,6,13,1
2731,1,10,1,0,20,6,6,6,12,6,7,6,12,1
2732,1,12,1,0,20,8,8,7,14,8,8,7,14,0
2733,8,10,1,0,18,6,15,2,10,6,13,3,13,0
2734,1,15,1,1,22,6,7,5,13,6,7,5,13,1
2735,1,12,1,0,20,7,7,6,15,7,7,6,15,1
2736,8,12,1,1,19,7,7,7,13,8,8,8,15,1
2737,1,8,1,0,18,6,13,6,10,6,10,4,11,0
2738,8,9,1,0,18,5,11,5,11,5,8,5,12,1
2739,1,6,1,1,19,5,7,4,14,5,5,5,13,1
2740,1,5,1,1,19,6,6,6,14,6,8,6,12,1
2741,8,3,1,0,24,6,7,6,12,6,8,6,12,1
2742,1,10,1,0,21,6,7,6,13,6,6,6,14,1
2743,1,10,1,1,20,6,7,6,13,6,7,6,14,1
2744,12,11,0,1,28,6,6,6,10,6,7,5,11,0
2745,1,16,1,0,21,6,7,6,13,6,8,6,13,1
2746,1,12,1,0,20,7,7,7,12,8,10,6,11,0
2747,13,4,0,0,36,6,8,0,0,6,10,0,0,0
2748,12,17,0,0,42,4,4,0,0,5,0,0,0,0
2749,12,17,1,0,47,5,9,4,11,5,6,5,11,0
2750,12,7,0,0,25,5,8,0,0,5,5,0,0,0
2751,12,14,1,1,25,6,8,6,14,6,6,6,13,1
2752,12,3,1,0,48,6,6,0,0,5,6,0,0,0
2753,14,17,1,1,32,10,12,10,13,10,10,10,12,1
2754,4,17,1,0,38,10,10,10,13,10,10,5,13,0
2755,4,10,1,0,37,16,23,15,11,11,17,9,11,1
2756,12,9,0,0,26,5,8,1,10,5,9,1,10,0
2757,15,6,1,0,23,6,19,0,0,6,6,0,0,0
2758,15,4,1,0,23,6,6,0,0,6,8,0,0,0
2759,15,4,1,0,20,6,12,4,10,6,13,4,12,0
2760,12,12,1,0,26,7,8,6,13,8,10,7,13,0
2761,14,3,1,0,45,9,13,8,11,7,10,6,10,0
2762,12,3,1,1,26,6,10,3,12,6,14,3,11,0
2763,14,3,1,0,26,11,16,10,11,7,7,7,13,1
2764,12,17,1,0,25,5,8,3,11,5,8,3,11,0
2765,7,12,1,0,18,8,8,8,13,8,8,8,13,1
2766,4,12,1,0,27,8,8,7,14,8,8,7,14,1
2767,8,3,0,0,24,5,5,0,0,5,10,0,0,0
2768,8,9,1,0,20,5,8,5,12,5,7,5,12,1
2769,1,12,1,1,18,7,9,0,0,7,8,1,10,0
2770,8,13,1,1,18,7,9,7,14,8,8,8,13,1
2771,1,12,1,0,18,8,8,8,13,8,8,8,13,1
2772,1,12,1,0,19,8,10,5,12,8,10,5,12,0
2773,13,12,1,1,19,8,8,8,14,8,8,8,14,1
2774,1,12,1,1,19,7,9,5,14,7,9,7,11,0
2775,1,12,1,0,18,8,8,7,15,8,8,7,15,1
2776,8,2,1,1,18,0,0,0,0,0,0,0,0,0
2777,14,14,1,0,19,5,5,4,13,6,9,5,12,0
2778,4,4,1,0,23,17,28,17,13,12,22,12,13,1
2779,1,10,1,1,21,6,9,5,12,6,7,5,11,1
2780,1,12,1,1,18,7,8,7,13,8,10,8,13,1
2781,1,16,0,0,20,6,12,3,10,6,14,1,11,0
2782,14,15,1,0,23,6,11,3,11,6,7,2,11,0
2783,1,10,1,0,20,6,7,5,13,6,6,6,12,0
2784,1,5,1,1,18,6,8,6,13,6,11,6,12,1
2785,1,3,1,0,29,11,14,11,12,7,7,7,13,1
2786,12,15,1,0,28,6,11,3,13,6,15,1,12,0
2787,1,14,1,0,19,5,7,3,11,5,7,4,11,0
2788,12,14,0,0,24,6,12,0,0,6,9,0,0,0
2789,12,2,1,1,33,0,0,0,0,0,0,0,0,0
2790,8,9,0,0,19,5,7,2,12,5,13,1,11,0
2791,1,6,1,0,19,6,7,6,14,6,8,6,14,1
2792,12,3,1,0,37,9,13,8,12,7,8,7,11,1
2793,1,2,0,1,18,0,0,0,0,0,0,0,0,1
2794,12,17,1,0,29,5,5,0,0,5,5,0,0,0
2795,12,12,1,0,37,7,8,7,12,8,8,8,12,1
2796,12,12,1,0,36,7,0,0,0,8,0,0,0,0
2797,1,14,1,0,19,6,6,6,13,6,8,5,14,1
2798,13,12,1,1,33,14,20,14,13,14,20,14,13,1
2799,13,7,0,0,34,7,13,5,12,7,7,3,11,0
2800,1,11,1,0,18,6,6,6,15,6,6,6,16,1
2801,15,8,1,0,20,6,6,0,0,6,6,0,0,0
2802,1,15,1,1,19,6,7,6,14,6,6,6,15,1
2803,1,6,1,0,20,6,7,6,16,6,6,6,15,1
2804,1,10,1,1,19,6,9,6,10,6,7,6,11,1
2805,1,12,1,0,19,7,8,6,11,8,11,6,12,1
2806,9,15,1,1,22,6,8,5,11,6,7,6,12,1
2807,1,14,1,0,18,6,8,6,14,6,9,6,14,0
2808,1,15,1,1,18,6,6,6,12,6,8,6,12,1
2809,1,12,1,0,19,7,12,4,13,7,8,6,12,0
2810,1,16,1,1,19,6,6,6,12,6,6,6,12,1
2811,12,12,0,0,31,7,8,5,12,7,8,5,12,0
2812,8,12,1,0,18,7,7,7,13,8,8,8,14,1
2813,1,10,1,1,19,6,11,3,11,6,9,4,11,1
2814,1,2,1,0,18,0,0,0,0,0,0,0,0,1
2815,8,10,1,1,19,6,11,5,11,6,10,6,11,1
2816,1,12,1,0,19,7,7,6,14,7,7,6,14,1
2817,1,9,1,1,19,5,6,4,11,5,9,4,13,0
2818,4,3,1,0,30,10,11,9,12,7,7,7,12,1
2819,14,15,1,0,18,6,6,0,0,6,10,3,11,0
2820,9,12,1,0,18,8,11,7,12,8,11,7,12,1
2821,9,6,1,0,21,5,12,0,0,5,5,0,0,0
2822,15,10,1,1,19,6,6,6,15,6,7,6,13,1
2823,8,14,1,1,19,6,7,6,13,6,9,5,14,0
2824,1,12,1,0,19,7,11,5,11,7,8,5,13,0
2825,8,8,1,0,19,6,8,6,11,6,12,4,13,0
2826,1,14,1,1,19,6,6,6,13,6,10,5,13,1
2827,12,17,1,1,39,5,13,4,12,5,14,2,10,1
2828,1,5,1,0,18,6,6,6,12,6,6,6,12,0
2829,8,2,1,0,20,0,0,0,0,0,0,0,0,0
2830,8,9,1,0,19,5,8,5,12,5,9,4,11,1
2831,8,9,1,0,18,5,5,5,12,5,5,4,11,0
2832,12,4,0,0,34,6,10,6,14,6,9,6,12,0
2833,1,14,1,0,22,5,8,3,12,5,9,2,11,0
2834,12,6,1,0,24,6,7,6,14,6,10,5,13,1
2835,14,9,1,0,34,15,17,12,11,13,13,11,13,1
2836,12,17,1,0,46,5,5,0,0,5,5,0,0,0
2837,12,9,1,0,50,5,12,3,13,5,8,5,12,0
2838,12,17,0,0,37,5,5,0,0,5,5,0,0,0
2839,1,6,1,0,18,6,6,6,17,6,6,6,15,1
2840,12,6,1,1,25,6,13,3,11,6,14,2,11,0
2841,12,4,1,0,46,19,24,19,12,13,13,13,11,1
2842,12,5,1,1,30,6,8,6,13,6,9,5,12,1
2843,1,17,0,0,37,5,0,0,0,5,0,0,0,0
2844,12,17,1,0,50,5,9,2,10,5,7,3,11,0
2845,15,4,1,0,20,6,7,6,13,6,9,6,12,1
2846,12,13,1,0,39,3,7,1,14,2,4,0,0,0
2847,12,15,0,0,53,5,5,0,0,4,5,0,0,0
2848,13,9,1,0,54,15,20,13,12,13,13,10,11,0
2849,15,6,1,0,19,6,8,4,14,6,6,5,13,1
2850,9,15,0,0,20,6,6,0,0,6,0,0,0,0
2851,1,15,1,0,18,6,6,6,14,6,6,6,14,1
2852,17,4,1,0,21,13,21,11,11,11,14,11,10,1
2853,9,5,1,0,18,6,8,6,13,6,8,6,14,1
2854,1,12,1,0,19,7,0,0,0,8,0,0,0,0
2855,8,12,1,1,18,7,10,5,13,7,8,7,12,0
2856,1,15,1,0,19,6,6,6,15,6,6,6,13,1
2857,1,2,1,1,18,0,0,0,0,0,0,0,0,0
2858,1,14,1,0,19,6,7,5,13,6,6,5,12,1
2859,14,3,1,0,48,6,9,5,13,6,10,4,12,0
2860,14,10,1,0,34,6,13,4,11,6,8,4,13,1
2861,1,6,1,0,18,5,5,5,12,5,7,5,11,1
2862,12,3,1,0,50,6,8,6,12,6,6,6,11,1
2863,14,16,1,0,41,21,23,21,12,19,19,19,12,1
2864,8,15,1,1,22,6,11,5,12,6,11,5,11,0
2865,12,9,1,0,43,5,5,5,16,5,5,5,16,1
2866,12,3,1,0,50,1,1,0,0,6,0,0,0,0
2867,12,4,1,0,60,6,10,6,12,6,6,4,14,1
2868,12,9,1,0,41,5,14,4,14,5,12,5,13,0
2869,12,17,1,0,47,5,5,5,14,5,5,5,14,1
2870,1,2,1,0,22,17,22,17,10,17,18,17,11,1
2871,12,12,1,0,41,7,0,0,0,8,0,0,0,0
2872,14,17,1,0,28,10,15,6,10,10,17,9,11,0
2873,13,11,1,0,32,15,21,13,12,15,22,13,12,1
2874,12,17,1,0,50,5,0,0,0,5,0,0,0,0
2875,16,9,1,0,53,15,15,15,11,13,13,12,11,0
2876,12,13,0,0,54,7,7,0,0,5,10,0,0,0
2877,12,3,1,0,49,6,9,5,12,6,12,4,11,0
2878,13,16,1,0,34,12,18,11,13,13,22,8,11,0
2879,12,3,1,0,45,6,13,4,12,6,8,3,11,0
2880,12,3,1,1,47,6,8,5,12,6,10,4,11,1
2881,14,10,1,0,22,10,15,8,11,7,16,5,11,0
2882,12,17,1,0,33,5,14,1,10,5,13,2,12,0
2883,12,3,1,1,43,6,7,6,12,6,8,6,11,1
2884,4,4,1,0,54,13,13,13,14,12,15,12,15,1
2885,12,3,1,0,39,11,13,11,14,8,8,8,13,1
2886,12,17,1,0,39,5,6,5,11,5,5,5,13,1
2887,1,16,1,1,18,6,8,6,13,6,6,6,12,1
2888,8,10,1,1,19,6,8,6,13,6,7,6,11,1
2889,8,14,1,1,18,6,6,6,14,6,9,5,13,1
2890,12,3,1,0,44,8,13,8,13,6,9,6,12,1
2891,12,17,1,0,27,5,5,0,0,5,6,0,0,0
2892,1,14,1,1,18,6,6,6,13,6,8,6,12,1
2893,14,3,1,0,45,12,12,9,12,7,8,6,12,0
2894,8,16,1,0,20,6,7,6,12,6,7,5,13,1
2895,1,3,1,0,40,6,7,6,11,6,7,6,10,1
2896,12,17,1,0,40,5,9,4,11,5,6,5,12,0
2897,14,12,1,0,18,7,8,7,13,8,8,8,14,1
2898,9,12,1,0,21,8,8,7,12,8,8,7,12,1
2899,8,2,1,0,20,0,0,0,0,0,0,0,0,1
2900,14,17,1,0,36,12,21,11,11,12,22,12,11,0
2901,4,3,1,0,27,5,5,0,0,6,0,0,0,0
2902,12,13,1,0,32,7,10,7,11,8,8,8,13,1
2903,8,10,1,1,18,6,6,6,14,6,6,6,13,1
2904,12,3,1,0,37,6,13,4,12,6,10,3,12,0
2905,8,15,1,0,19,6,7,6,12,6,7,6,12,1
2906,12,3,1,1,41,6,8,6,11,6,9,6,11,1
2907,1,12,1,1,18,7,7,6,14,7,7,6,14,1
2908,14,6,1,0,21,9,14,8,13,7,10,7,13,1
2909,15,4,0,0,23,6,13,5,11,6,11,4,12,0
2910,8,15,1,0,18,6,0,0,0,6,0,0,0,0
2911,1,12,1,0,18,8,8,8,13,8,8,8,13,1
2912,14,6,1,0,21,6,0,0,0,6,0,0,0,0
2913,1,10,1,0,19,6,8,6,14,6,8,6,14,1
2914,12,9,1,0,47,5,0,0,0,5,0,0,0,0
2915,12,3,1,1,48,6,7,6,10,6,9,5,11,0
2916,4,3,1,0,39,13,19,12,13,10,10,10,14,1
2917,1,12,1,0,19,7,9,6,12,8,9,7,12,1
2918,14,17,1,0,38,15,16,14,10,14,16,12,11,0
2919,12,4,0,0,27,6,6,0,0,6,7,0,0,0
2920,1,2,1,1,18,0,0,0,0,0,0,0,0,1
2921,12,3,1,0,34,6,6,4,13,6,6,0,0,0
2922,12,10,1,0,48,6,14,6,11,6,11,5,12,0
2923,12,14,1,0,25,5,6,1,11,5,5,0,0,0
2924,12,12,1,1,32,8,9,7,12,8,9,7,12,1
2925,1,15,1,1,18,6,6,6,14,6,6,6,14,1
2926,15,3,1,0,20,6,6,6,13,6,7,6,14,1
2927,1,9,1,0,20,5,8,4,11,5,7,5,10,1
2928,1,2,1,0,20,0,0,0,0,0,0,0,0,0
2929,1,12,1,0,19,8,10,1,13,8,10,1,13,0
2930,12,17,1,0,39,5,9,0,0,5,5,2,12,0
2931,1,8,1,0,29,5,10,1,13,5,14,0,0,0
2932,12,17,1,0,36,5,5,0,0,5,5,0,0,0
2933,1,12,1,0,18,8,12,7,11,8,12,7,11,1
2934,12,3,1,0,51,6,12,0,0,6,11,0,0,0
2935,14,15,1,0,23,6,11,1,16,6,8,4,12,0
2936,15,6,1,0,21,6,0,0,0,6,0,0,0,0
2937,14,16,0,0,28,6,9,4,12,5,5,0,0,0
2938,12,17,1,0,34,5,9,4,11,5,10,4,10,0
2939,12,3,1,0,41,2,2,0,0,6,0,0,0,0
2940,12,3,1,1,43,6,7,5,12,6,6,6,12,1
2941,12,13,1,0,28,7,9,7,12,8,8,8,12,0
2942,1,2,1,1,19,12,12,12,14,11,15,11,13,1
2943,12,4,1,0,26,12,13,6,13,12,14,11,13,1
2944,1,12,1,0,18,7,7,7,11,8,8,8,12,1
2945,12,16,1,0,45,7,12,4,10,7,10,3,13,0
2946,15,16,1,0,19,6,0,0,0,6,0,0,0,0
2947,8,14,1,0,20,6,9,6,12,6,7,6,13,1
2948,1,16,1,0,18,6,6,6,12,6,6,6,12,1
2949,12,6,1,0,27,6,13,3,10,6,19,1,12,0
2950,1,4,1,0,20,6,11,6,14,6,10,5,12,1
2951,1,6,1,0,18,6,7,6,14,6,12,6,13,1
2952,12,14,1,0,35,5,8,5,11,5,7,3,12,0
2953,12,2,1,0,26,0,0,0,0,0,0,0,0,0
2954,12,10,1,1,39,6,7,6,14,6,7,5,14,1
2955,1,2,1,0,18,0,0,0,0,0,0,0,0,1
2956,4,12,1,0,36,7,7,0,0,7,7,0,0,0
2957,12,3,1,0,38,11,11,11,12,8,8,8,11,1
2958,12,16,1,0,45,6,11,3,12,6,13,2,11,0
2959,12,11,1,0,62,6,7,6,15,6,10,6,12,1
2960,1,14,1,1,20,6,8,4,11,6,10,6,12,1
2961,1,12,1,0,18,8,8,7,14,8,8,7,14,1
2962,9,5,1,0,18,6,6,2,12,6,6,1,11,0
2963,1,17,1,0,23,5,5,5,10,5,9,4,11,1
2964,1,5,1,1,19,6,8,6,13,6,8,6,12,0
2965,8,9,1,1,19,5,7,5,13,5,5,5,12,1
2966,13,12,1,0,18,7,8,7,13,8,8,8,14,1
2967,8,12,1,0,18,8,8,0,0,8,8,0,0,0
2968,12,3,1,0,41,6,10,4,13,6,7,6,11,1
2969,12,14,1,1,51,6,8,5,11,6,9,5,14,1
2970,14,10,1,0,24,10,16,10,12,7,9,4,12,1
2971,12,17,1,0,25,5,14,1,11,5,11,2,12,0
2972,3,6,1,0,18,5,9,3,12,5,6,4,13,0
2973,7,9,1,0,20,5,8,4,11,5,10,3,12,1
2974,1,2,1,0,19,0,0,0,0,0,0,0,0,0
2975,14,17,1,0,41,10,14,10,14,10,13,10,14,1
2976,1,11,1,1,19,6,8,6,13,6,6,6,12,1
2977,13,16,1,0,28,18,23,14,12,17,18,16,13,0
2978,1,5,1,0,21,6,6,6,14,6,7,5,12,1
2979,1,6,0,0,22,5,12,4,14,5,5,4,12,0
2980,8,15,0,0,18,6,7,6,12,6,6,6,12,1
2981,1,5,1,1,19,6,6,6,14,6,8,6,13,1
2982,8,12,1,1,19,7,7,7,13,8,8,8,14,1
2983,4,16,0,0,25,6,7,6,14,6,7,6,13,1
2984,13,12,1,1,18,7,7,6,14,7,7,6,14,1
2985,8,5,1,0,19,6,6,6,14,6,6,6,13,1
2986,14,16,1,0,20,6,10,4,12,6,8,4,11,0
2987,12,3,1,0,46,6,9,6,13,6,6,6,11,1
2988,8,2,0,0,19,12,12,12,13,11,14,11,13,1
2989,1,11,1,0,18,6,10,4,11,6,9,5,11,0
2990,1,8,1,1,18,6,8,6,14,6,11,4,13,1
2991,9,12,1,1,19,8,8,7,11,8,8,7,11,1
2992,1,15,1,0,20,6,0,0,0,6,0,0,0,0
2993,12,3,1,1,38,6,6,5,12,6,7,6,12,1
2994,8,15,1,0,18,6,7,6,12,6,8,6,11,1
2995,8,12,1,1,18,7,7,7,13,8,8,8,14,1
2996,8,10,1,0,18,6,9,5,11,6,7,5,13,1
2997,8,9,1,0,20,5,10,4,11,5,7,4,11,0
2998,1,8,1,0,19,6,6,6,14,6,8,6,13,1
2999,12,3,0,0,37,4,4,0,0,5,10,0,0,0
3000,12,12,1,0,24,8,12,7,12,8,12,7,12,0
3001,1,12,1,0,19,7,9,7,13,8,11,7,12,1
3002,1,15,1,1,19,6,7,6,14,6,8,5,12,0
3003,8,13,1,1,19,7,8,7,12,8,8,8,13,0
3004,8,9,1,1,18,5,5,5,12,5,5,5,13,1
3005,1,12,1,1,18,7,7,7,14,8,9,8,14,1
3006,1,9,1,0,18,5,9,4,11,5,6,4,11,1
3007,8,9,1,1,19,5,12,2,10,5,11,4,11,0
3008,1,8,1,0,18,6,8,5,14,6,11,4,14,0
3009,1,12,1,0,20,7,7,7,12,8,8,8,14,1
3010,8,6,1,0,20,6,14,6,15,6,8,6,13,1
3011,1,6,1,0,18,6,11,5,12,6,19,3,14,0
3012,7,12,1,0,20,7,7,6,13,8,9,7,13,1
3013,8,14,1,1,18,6,7,6,13,6,11,6,13,1
3014,1,12,1,0,19,7,0,0,0,8,0,0,0,0
3015,1,12,1,0,18,7,9,7,14,8,9,8,14,1
3016,17,6,1,0,20,11,13,11,14,9,11,9,13,1
3017,1,12,1,0,18,7,7,7,13,8,9,8,14,1
3018,7,6,1,1,19,5,8,5,13,5,5,5,12,1
3019,8,10,1,0,19,6,11,5,10,6,12,5,11,1
3020,8,8,1,0,19,5,8,3,12,5,7,5,12,1
3021,1,12,1,0,18,7,8,6,13,8,8,8,14,1
3022,8,16,1,0,19,6,9,4,13,6,9,4,12,0
3023,1,2,1,1,24,0,0,0,0,0,0,0,0,1
3024,1,2,1,1,18,0,0,0,0,0,0,0,0,1
3025,1,12,1,1,18,8,8,7,14,8,8,7,14,1
3026,1,15,1,0,18,6,10,6,12,6,11,6,12,0
3027,1,15,1,0,19,6,6,4,12,6,11,3,11,0
3028,12,3,1,1,35,8,8,8,13,7,7,7,14,1
3029,8,9,1,0,19,5,7,4,12,5,8,4,10,1
3030,4,16,1,0,28,15,25,14,12,14,22,11,11,0
3031,14,12,1,0,21,7,8,7,13,8,8,8,15,1
3032,9,12,1,1,19,7,8,6,12,8,9,8,12,1
3033,3,10,1,0,19,6,6,6,14,6,6,6,13,1
3034,1,6,1,0,18,5,12,5,12,5,10,5,11,1
3035,1,11,1,0,18,6,8,6,11,6,11,6,10,1
3036,1,12,0,0,19,7,0,0,0,8,0,0,0,0
3037,1,14,1,1,20,6,6,6,14,6,9,6,13,1
3038,1,15,1,0,18,6,6,6,12,6,6,6,13,1
3039,1,16,0,0,19,7,11,4,12,7,9,6,11,0
3040,1,15,1,1,20,6,6,6,13,6,7,6,13,0
3041,8,12,1,0,18,7,8,6,13,8,10,7,12,0
3042,8,14,0,0,18,6,6,6,12,6,8,5,13,1
3043,1,5,1,1,21,6,8,6,12,6,8,6,11,1
3044,3,11,1,1,19,6,6,6,12,6,6,6,12,1
3045,8,16,1,0,19,6,8,5,13,6,8,4,10,1
3046,1,6,1,0,19,5,7,3,12,5,7,4,10,0
3047,1,15,1,0,18,6,6,6,13,6,8,5,14,0
3048,1,9,1,1,18,5,7,5,13,5,6,5,13,1
3049,1,6,1,0,18,5,9,4,13,5,8,5,13,1
3050,12,13,1,0,31,7,21,5,10,8,21,3,11,0
3051,13,9,1,0,19,5,8,2,11,5,10,3,10,0
3052,7,6,1,1,20,6,7,6,15,6,6,6,16,1
3053,8,6,1,1,19,5,5,5,12,5,9,3,13,0
3054,8,10,1,1,19,6,8,6,14,6,7,6,14,1
3055,4,8,0,0,27,5,8,3,14,5,7,2,13,0
3056,8,15,1,1,18,6,6,6,13,6,6,6,14,1
3057,1,3,1,0,32,6,0,0,0,6,0,0,0,0
3058,1,12,1,0,18,8,8,7,12,8,8,7,12,1
3059,1,12,1,1,19,8,8,7,14,8,8,7,14,1
3060,1,15,1,0,19,6,6,6,15,6,7,6,14,0
3061,8,11,1,0,18,6,15,2,10,6,12,0,0,0
3062,8,14,1,1,18,6,11,4,12,6,10,4,11,0
3063,12,15,0,1,24,6,6,6,13,6,6,6,13,1
3064,8,10,1,1,19,6,8,5,12,6,7,6,11,1
3065,8,11,1,0,21,6,0,0,0,6,0,0,0,0
3066,15,5,1,0,19,7,11,6,12,9,9,8,12,1
3067,1,12,1,0,19,7,9,5,12,7,9,5,11,0
3068,12,13,1,1,36,7,11,6,12,7,12,5,12,1
3069,12,6,1,0,51,6,0,0,0,6,0,0,0,0
3070,1,14,1,1,20,6,7,6,11,6,10,4,10,0
3071,12,3,0,0,29,6,6,0,0,5,5,0,0,0
3072,15,10,0,0,27,6,8,5,11,6,9,5,12,0
3073,12,7,1,0,33,5,10,4,12,5,8,3,13,0
3074,2,9,0,0,57,15,17,12,11,14,16,9,12,0
3075,1,14,1,0,20,6,8,5,12,6,10,5,11,0
3076,12,14,1,0,26,5,7,3,11,5,7,3,13,0
3077,14,7,0,0,27,5,5,0,0,5,7,0,0,0
3078,1,14,1,0,19,5,5,5,10,5,5,4,12,1
3079,15,6,1,0,23,6,10,5,12,6,8,2,13,0
3080,12,17,1,0,27,5,5,5,15,5,6,5,14,1
3081,1,12,1,1,20,7,7,7,13,8,8,8,12,1
3082,9,5,1,1,19,12,12,11,13,11,12,11,12,1
3083,1,8,0,0,19,6,0,0,0,6,0,0,0,0
3084,1,5,1,0,20,6,8,5,12,6,6,6,11,1
3085,4,9,1,0,33,8,10,6,12,5,8,4,12,0
3086,14,17,1,0,22,15,17,15,11,14,15,14,12,1
3087,1,9,1,0,18,5,8,3,12,5,7,4,12,1
3088,12,12,1,0,27,8,8,7,15,8,8,7,15,1
3089,12,17,1,0,27,5,0,0,0,5,0,0,0,0
3090,1,10,1,0,19,6,10,4,10,6,8,6,10,1
3091,8,16,1,1,20,6,10,5,13,6,12,5,12,0
3092,1,3,1,1,23,6,6,6,14,6,6,6,12,1
3093,14,12,1,1,22,23,23,20,14,23,23,20,14,1
3094,8,11,1,1,18,6,9,1,10,6,6,0,0,0
3095,1,10,1,1,18,6,7,6,12,6,8,6,11,1
3096,12,3,1,1,31,6,6,6,14,6,6,6,12,1
3097,8,15,1,0,19,6,8,4,11,6,0,0,0,0
3098,1,10,1,0,19,6,11,5,11,6,11,6,11,0
3099,8,3,1,0,24,6,12,1,12,6,12,0,0,0
3100,1,12,1,0,19,7,10,7,13,8,8,8,13,1
3101,8,9,1,0,19,5,6,5,12,5,5,5,12,1
3102,12,14,0,0,26,6,9,3,11,6,11,4,11,0
3103,1,2,0,0,27,0,0,0,0,0,0,0,0,0
3104,8,10,1,0,19,6,7,6,12,6,7,6,12,1
3105,12,6,1,0,29,5,8,5,15,5,6,5,15,0
3106,1,12,1,1,18,8,8,8,12,8,8,8,12,1
3107,1,12,1,0,19,7,7,7,13,8,8,8,14,1
3108,1,15,1,0,18,6,6,6,13,6,6,6,12,0
3109,1,9,1,1,18,5,6,5,16,5,5,5,15,1
3110,13,2,1,0,19,0,0,0,0,0,0,0,0,0
3111,8,12,1,0,19,7,7,7,14,8,9,8,15,1
3112,8,11,1,0,19,6,7,6,11,6,6,6,12,0
3113,1,14,1,0,19,6,7,5,12,6,10,5,12,0
3114,1,15,1,0,19,6,6,6,11,6,6,6,11,1
3115,1,10,1,1,19,6,6,6,15,6,6,6,13,1
3116,1,12,0,0,18,7,0,0,0,8,0,0,0,0
3117,1,15,1,0,20,6,7,6,13,6,6,6,13,1
3118,8,11,1,0,20,6,8,5,10,6,9,4,11,1
3119,1,6,1,0,21,5,8,3,11,5,8,3,13,0
3120,1,17,1,0,31,10,16,5,11,10,10,6,12,0
3121,1,13,1,1,20,7,14,7,10,8,8,8,11,1
3122,8,14,1,1,19,5,8,3,10,5,6,4,11,0
3123,1,12,1,0,18,7,7,6,14,7,7,6,14,1
3124,8,12,1,1,19,7,7,7,13,8,11,8,14,1
3125,14,10,1,0,30,16,19,15,12,13,14,13,12,1
3126,8,10,1,0,21,6,11,6,10,6,12,3,11,0
3127,9,9,1,0,19,5,8,5,11,5,6,5,15,1
3128,1,9,1,0,22,5,5,5,13,5,5,5,13,1
3129,1,15,1,1,18,6,6,6,12,6,6,6,12,1
3130,8,10,1,0,18,6,8,6,11,6,10,5,12,1
3131,1,12,1,1,19,8,8,7,12,8,8,7,12,1
3132,1,8,1,0,18,6,11,6,14,6,6,6,13,1
3133,1,12,1,0,21,7,8,6,13,8,8,8,13,0
3134,8,12,1,0,18,7,9,7,12,8,15,5,13,0
3135,1,2,1,0,20,0,0,0,0,0,0,0,0,1
3136,1,6,1,0,18,5,8,4,12,5,10,4,11,1
3137,12,6,1,0,25,6,7,6,16,6,6,6,16,1
3138,1,15,1,0,19,6,6,6,13,6,6,6,15,1
3139,1,16,1,1,19,6,9,5,12,6,10,4,11,0
3140,12,6,1,0,26,6,7,6,16,6,8,6,14,1
3141,8,9,1,0,21,5,10,4,11,5,6,5,11,1
3142,1,9,1,0,19,5,14,1,11,5,6,0,0,0
3143,8,12,1,1,19,8,8,7,15,8,8,7,15,1
3144,1,10,1,1,18,6,8,6,15,6,7,6,14,1
3145,14,17,1,1,32,10,12,7,11,10,10,8,12,1
3146,1,10,1,1,18,6,6,6,11,6,8,6,11,1
3147,1,12,1,0,20,7,9,5,12,7,9,6,11,0
