Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1,1,12,1,3,6,1,0,1,0,0,19,7,10,7,14,0,0,8,8,7,14,2,0.8471248604174272,0.8855765016775201,0
14,1,6,24,5,7,0,0,1,0,0,48,14,15,2,10,2,9,6,14,5,12,0,0.47856000952301164,0.6286477676975974,0
1,3,5,27,20,11,0,1,1,0,0,19,6,0,0,0,0,0,6,0,0,0,0,-0.007746976198576863,-0.012898495697020076,0
14,4,6,29,6,5,1,1,0,0,0,24,6,13,5,11,0,0,6,5,0,10,0,0.8123675895432043,0.6578203127049914,0
8,1,8,14,7,6,1,0,1,0,0,18,6,6,2,10,0,0,6,6,3,11,0,0.9955377245587925,0.36884571031525437,1
1,5,9,14,5,5,1,0,1,0,0,19,5,12,2,10,1,0,5,10,3,11,3,0.6480921918939697,0.6197666763330637,0
1,3,10,14,10,10,1,0,1,0,1,18,6,0,4,13,0,0,6,0,0,11,0,0.6282268636602115,0.43910606745346004,0
8,1,12,1,4,11,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,13,-3,0.8385393524514108,1.0027747836088736,1
1,1,9,27,10,8,0,1,1,0,0,41,8,8,4,11,0,0,8,14,7,11,0,0.8798816222478139,0.8242323280964969,0
4,4,15,1,6,9,0,0,1,0,0,18,8,7,5,14,0,0,8,8,8,13,3,0.9925257939901561,0.8520408008943363,1
1,6,12,27,5,10,1,0,1,0,0,18,8,9,7,12,0,0,8,8,7,12,0,0.8545023648504915,0.8514292411357886,1
8,1,11,1,5,11,0,0,1,0,1,19,6,9,6,13,0,0,6,8,6,13,0,0.8434695534295132,0.8522808161697466,0
12,1,4,27,5,7,0,0,1,1,0,35,6,8,6,13,0,0,6,6,6,13,0,1.0031812724504732,1.0141058714765028,1
8,5,2,14,6,6,1,0,1,1,0,18,0,1,3,0,0,0,0,0,1,0,0,-0.030026191557353765,-0.015326313177776024,0
1,1,9,14,29,4,1,1,1,0,0,27,14,7,5,14,0,0,8,7,6,15,1,0.9926586741933238,0.9989134065247264,1
16,1,3,27,10,7,0,0,1,0,0,19,6,7,6,15,0,0,6,6,6,13,3,0.9953423741431041,0.9978436698460877,1
14,1,6,10,4,11,0,1,0,1,0,26,10,9,10,15,0,0,11,9,5,12,3,1.0024964758011081,0.6814558920259193,1
14,1,9,27,6,11,1,1,0,0,0,25,5,13,2,10,1,0,5,12,2,11,1,0.3890953868271919,0.2933186487003268,0
1,3,6,3,6,4,1,0,1,0,0,18,5,8,5,13,0,0,5,7,5,13,0,0.9993268062566151,0.9891627109571777,1
8,1,6,1,3,5,0,0,1,0,0,18,6,6,4,11,0,0,6,10,5,11,1,0.997817547249222,0.6185412470914108,1
16,1,12,14,10,11,0,1,1,1,0,30,10,17,7,13,2,5,11,12,7,10,3,0.8811415854383075,0.707741054886799,0
12,1,15,27,3,7,0,0,1,0,0,24,6,9,2,13,0,0,6,10,2,0,-4,0.8486478938774827,0.4577468517125969,0
12,1,8,14,10,7,0,0,1,1,0,24,5,7,2,10,0,0,5,10,0,0,1,0.23198981367808044,0.3687494906383813,0
13,1,12,14,4,5,1,1,0,1,0,19,7,10,7,13,0,0,8,9,7,11,3,0.5486201481681067,1.005317228583565,0
4,1,6,28,8,8,0,1,1,1,0,24,10,15,14,11,0,1,11,11,10,11,3,0.49826913115413196,0.8466685861398969,0
1,1,3,14,6,8,0,0,1,0,0,27,6,6,6,13,0,0,6,6,6,13,0,1.0114277534289913,0.986455709807402,1
14,1,6,10,2,5,0,0,1,1,0,32,10,13,2,13,0,0,7,7,0,10,1,0.19727145286009873,0.010341386366051048,0
13,4,5,2,18,5,1,0,1,1,0,21,6,14,5,11,0,5,6,15,5,11,3,0.99414420033334,0.42935347341175056,0
1,1,15,14,8,2,0,0,1,0,0,18,6,8,6,13,0,0,6,7,5,12,0,0.8372426719242195,0.8362855991569071,1
4,1,3,27,10,5,1,0,1,0,0,20,7,9,10,11,0,5,7,11,5,12,-4,0.827022493587409,1.0033637050394488,1
12,1,7,27,5,11,0,0,1,1,0,19,5,9,5,11,0,0,5,5,5,13,-1,0.2021151788039427,0.9975090957476409,1
1,1,16,28,10,10,1,0,1,0,1,20,8,11,5,11,0,0,6,11,7,12,0,0.8399231964193177,0.40448935509034156,0
1,1,16,1,6,9,1,0,1,0,0,19,5,10,4,11,0,0,6,11,3,11,1,1.0032630273213763,0.2808164721808222,0
8,1,12,2,10,10,0,0,1,0,1,19,6,8,6,12,0,0,5,8,5,12,0,0.8285228147827045,0.8719460172645059,1
13,1,16,27,10,10,0,0,1,0,0,29,11,15,11,12,0,11,11,11,7,11,1,0.8901465520870919,0.8427784455192405,1
8,4,3,28,10,10,1,0,1,0,0,35,6,10,6,15,0,0,6,8,6,13,0,0.8632524456021965,0.8447214389937533,1
8,3,15,1,4,9,1,0,1,0,0,20,6,6,6,15,0,0,6,6,5,12,0,1.001280327775152,1.0020675330603455,1
8,3,12,14,3,2,0,0,1,1,0,28,7,9,7,15,0,0,8,11,8,14,0,1.0005876200135833,0.9982460672393697,1
12,1,3,27,10,12,0,0,1,1,0,26,5,6,5,13,0,0,5,5,5,13,0,0.9943543945781855,0.8426165216816053,0
13,6,12,1,2,11,1,1,1,1,0,17,7,10,6,13,0,0,8,11,3,13,1,0.46384309522268524,0.8600739926693951,0
1,1,10,14,3,11,1,0,1,0,0,18,6,11,2,10,1,0,6,11,2,10,3,0.4061939787719372,0.3172693859851005,0
1,2,11,1,4,8,1,1,1,1,0,40,6,0,0,0,7,0,6,0,0,0,0,-0.042332214485287956,-0.015810221751979332,0
13,5,12,27,6,8,0,0,0,0,0,18,7,8,10,14,0,0,8,8,7,12,0,0.8537952805086795,1.002428591112498,1
1,4,2,28,6,2,1,0,1,0,0,21,6,6,0,0,0,0,6,6,6,12,0,-0.013654053533155535,1.008147828552009,1
8,1,9,1,32,13,1,0,1,1,0,19,5,11,2,10,0,0,5,8,2,10,3,0.6267770517982819,0.3290392500029409,0
14,1,12,14,2,8,0,0,1,0,0,19,7,10,7,13,0,0,8,7,8,14,0,0.8470037826992324,0.8564123155100054,1
15,2,2,27,10,11,1,0,1,0,0,19,7,0,0,0,1,0,0,0,0,0,-4,-0.02892280248438464,-0.02095949408320314,0
8,1,5,14,15,8,0,0,1,0,1,19,6,7,6,13,0,0,6,7,6,13,1,1.0017425816508523,0.9897989927365479,1
8,1,5,1,8,7,1,0,1,0,0,19,6,12,6,12,0,0,6,11,6,11,-4,1.0061227217049162,0.6800216559230589,1
12,2,9,27,10,10,0,0,1,1,0,33,0,6,0,0,0,0,5,0,0,0,1,-0.009808912748128796,0.01374179427354386,0
1,1,10,14,4,6,1,0,1,0,0,18,6,0,0,12,0,0,6,1,0,13,3,0.02397905256329169,-0.008236481039608334,1
1,2,2,1,4,8,0,0,1,0,0,23,7,13,7,12,0,0,8,12,7,13,-3,0.8346911546732838,0.8575750278238418,0
12,1,16,27,5,11,0,0,1,0,0,26,6,16,0,14,0,0,6,10,0,0,1,0.0018630562025478488,0.022235140245860395,0
1,1,4,27,6,9,1,1,1,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0.008055479445524493,0.0019439933725633116,1
1,2,3,28,6,10,1,0,1,0,1,18,6,6,0,0,0,0,6,6,0,0,0,0.0072803370113204745,0.025219461550853115,1
13,1,4,1,3,9,1,1,1,0,0,23,10,13,12,11,2,4,11,12,11,11,-4,0.41948664232792254,0.6572243998246681,0
12,2,12,27,10,8,1,0,1,1,0,19,5,10,2,10,0,0,7,12,2,0,1,0.6932926786317154,0.8579042785652653,0
14,1,4,10,1,10,0,0,1,0,0,30,6,9,0,0,0,0,6,6,0,0,0,-0.01954988665408929,0.010280381597104739,0
1,4,15,14,10,10,0,0,1,0,1,18,6,6,5,13,0,0,6,7,5,14,0,1.0009991078195233,0.9960210590439174,1
14,1,9,27,10,10,0,0,1,0,1,25,5,6,3,10,0,0,5,6,3,11,1,0.4239434828730768,0.3239168538528042,1
8,3,11,28,8,4,1,0,1,0,0,19,6,8,6,13,0,0,6,12,5,12,3,1.0047622636215505,1.0094118230674338,1
14,1,8,27,1,13,1,0,1,1,0,39,0,0,0,0,4,0,0,0,0,0,0,0.0004555374649998454,0.02592324230084755,0
8,2,11,1,10,10,1,0,1,1,0,19,6,16,3,10,0,0,6,12,2,10,3,0.40580127814472755,0.6026373246978415,0
1,1,15,14,6,10,1,0,1,0,0,18,5,6,0,0,0,0,5,6,0,0,1,-0.0020715900007453126,-0.004899795663711575,1
8,2,2,1,13,6,1,0,1,0,0,18,0,0,0,0,0,0,0,1,0,0,0,-0.012612474700920293,-0.0002438797445063884,0
1,1,12,14,5,9,0,0,1,0,0,19,7,9,7,13,0,0,8,12,7,14,0,0.8568281595318599,0.8552968659709587,0
8,3,13,10,4,11,1,0,1,0,1,18,6,8,6,13,0,0,7,7,5,12,3,1.003830270651658,0.8347487045676772,0
1,2,15,4,8,10,1,0,1,0,0,18,6,6,5,13,0,0,6,0,5,12,0,0.9987682028440327,0.00998095632797668,1
12,1,3,24,6,1,0,0,1,1,0,28,6,6,0,0,0,0,6,6,0,0,0,-0.0033127349624004323,-0.0008524515775746042,0
12,1,5,27,10,11,0,0,1,0,0,25,5,12,5,10,2,0,11,7,5,12,-3,0.6117434966653861,0.8478147123122234,1
12,1,3,8,1,13,0,0,1,1,0,31,3,0,0,0,0,0,0,6,0,0,1,-0.02204650607750345,0.012926429159358179,0
14,1,11,27,4,10,0,0,1,0,0,42,6,8,5,11,0,2,6,7,5,12,-4,1.0009641728469558,1.0012180380043698,1
12,1,15,28,6,10,1,1,1,1,0,24,6,6,6,14,0,0,6,6,6,13,0,1.0100696097776403,0.9988465248577032,1
1,4,12,14,4,10,1,0,1,1,1,18,7,9,5,11,0,0,8,12,7,12,-3,0.8475353220967742,0.8476462980279003,1
1,1,8,14,10,10,1,0,1,0,0,19,6,8,5,11,0,0,5,7,5,11,3,1.004824471404372,0.39240116640840383,1
1,1,3,14,10,8,0,0,1,0,0,19,6,7,6,14,0,0,6,7,6,13,0,0.9965771222579026,1.0016678084089234,1
12,1,12,27,10,10,0,1,1,0,0,19,15,24,16,13,0,5,11,11,10,11,1,0.8473153962440775,0.8742320479613468,1
1,2,5,1,1,8,1,0,1,0,0,29,6,1,0,13,0,0,6,0,0,0,0,0.006649770064252252,-0.006067802266143136,0
12,1,11,27,10,10,0,0,1,0,1,27,10,13,5,12,0,0,6,7,3,11,1,0.8479288288463037,0.8286046743365011,1
1,2,10,10,6,10,1,0,0,0,0,18,6,10,5,13,0,0,6,14,5,13,1,0.609542630173768,0.6158202318260084,1
12,1,12,24,10,9,0,0,1,1,0,27,5,11,3,10,0,0,7,8,0,13,1,0.5014989265408636,0.29632127933430363,0
8,3,12,14,3,4,1,0,1,1,0,19,7,7,6,14,0,0,8,7,6,14,2,0.9938175364436757,0.9926180460610974,1
12,1,17,14,10,12,0,0,1,1,0,38,5,6,0,0,0,0,5,7,0,0,0,-0.004304562782016954,-0.014656372706984788,0
1,1,4,14,1,11,0,0,1,0,0,18,6,9,2,12,0,0,6,7,0,10,0,0.6497770301469337,0.00880480030134716,0
9,1,5,10,1,11,1,0,1,1,1,42,0,0,0,0,0,0,0,-1,0,0,0,-0.005050184215256078,0.0005843087496511753,0
14,1,7,1,4,4,0,1,1,1,0,27,7,12,2,11,0,5,5,11,3,11,0,0.49107743648317453,0.4115092783565732,0
1,1,10,14,10,10,1,0,1,0,1,18,6,8,6,11,0,0,6,11,5,11,0,0.8509007825121057,0.8466583337549589,1
6,1,4,27,10,10,1,0,1,0,0,30,7,7,6,12,0,0,7,12,6,13,3,0.8460502709916305,0.836327445499228,1
9,1,17,27,10,10,0,0,0,0,1,36,5,8,3,0,0,0,5,8,0,0,0,0.6187113936107276,-0.02138336150802916,0
13,1,3,1,10,8,1,1,1,1,0,20,11,12,10,12,7,5,10,11,10,13,3,0.8369763248762856,0.47107365587622324,0
14,1,6,27,12,11,0,0,1,1,0,20,5,11,2,11,2,0,5,7,2,10,0,0.5971187565109608,0.31698212097682643,0
8,1,17,27,10,10,0,0,1,0,0,30,6,6,5,13,0,0,5,6,5,11,-1,0.8227952677246196,0.9905253929787989,1
8,2,15,1,4,4,1,0,1,0,0,19,6,9,5,10,0,0,6,10,3,12,-1,0.8338900626398443,0.4501945527949815,0
12,1,5,14,11,11,1,0,1,0,0,42,5,5,0,13,4,0,5,5,0,0,0,0.9916300077872149,-0.013688023906402162,1
1,1,14,14,3,9,0,0,1,0,0,19,6,6,6,14,0,0,6,6,6,13,3,1.0027576706473273,0.9921756306369427,1
9,2,11,14,5,4,1,1,1,0,1,25,6,9,6,15,0,0,6,5,6,12,0,1.0024677612484987,0.9990994494838332,1
12,2,12,3,3,9,1,0,1,1,0,19,8,10,7,13,0,0,7,7,8,14,0,0.8532063156963903,0.8513270994400568,1
15,1,4,24,1,2,0,0,1,0,0,23,6,15,2,13,0,0,6,11,0,10,0,0.42767519311678065,0.003970160964286101,0
15,1,9,1,8,8,1,1,1,0,0,20,5,11,5,10,0,0,5,8,4,12,0,0.6440025960837887,0.3466913064150423,1
8,1,14,28,10,10,1,0,1,0,1,21,6,8,6,11,0,0,6,12,6,11,-4,0.864373245176488,0.8695989496911859,1
12,1,6,14,1,9,0,1,1,1,0,32,6,8,4,13,0,2,6,9,4,11,0,0.46164523007922603,0.3880361184879582,0
17,1,3,14,4,10,0,0,1,1,0,24,10,19,10,15,0,4,8,12,6,14,0,0.9937909453875587,0.9979739155057389,1
14,1,17,27,10,10,0,0,1,0,1,45,5,8,5,12,0,0,5,6,5,11,0,0.8447892141952889,0.9953922170451688,1
12,1,8,27,10,10,1,0,1,0,1,19,5,6,0,0,0,0,5,8,0,0,-1,-0.004020429679701955,-0.012782042233466864,0
14,1,6,1,12,11,0,0,1,1,0,23,5,10,2,10,0,0,5,6,0,0,0,0.0011737346466002517,0.010744835410867334,0
1,2,9,27,6,10,1,0,1,0,1,18,5,8,5,13,0,0,7,10,5,14,1,0.8669106026047046,0.8284231026781242,1
8,1,11,28,5,4,1,0,1,1,0,20,6,6,0,0,0,0,6,6,0,0,0,0.017308608787530783,0.004825327353148434,1
13,1,12,2,4,5,0,1,1,1,0,23,7,10,7,13,0,0,8,12,3,13,1,0.8496520007597983,0.669708852518039,0
17,1,6,1,19,20,0,0,1,0,0,19,10,17,9,10,2,5,11,20,16,12,3,0.6679299953471522,0.4101090527950768,0
12,1,17,24,10,8,0,0,1,0,0,34,5,6,3,12,0,0,5,5,5,11,3,0.8319715477799952,0.31887672090807107,1
1,4,6,14,10,4,1,0,1,1,0,23,12,13,2,10,0,1,11,12,2,11,-4,0.4308780409145775,0.4286609335810233,0
1,1,15,1,6,11,0,0,1,1,0,19,6,7,6,12,0,0,6,6,6,13,1,1.001873672110773,1.007729469531294,0
4,1,2,14,25,21,0,0,1,1,0,19,11,17,4,12,6,5,8,14,7,11,-4,0.8457078744112585,0.8720045851591486,0
8,4,16,1,5,4,1,0,1,1,0,20,5,9,5,14,0,0,5,12,5,13,3,0.9959808795927177,0.9958039443815017,1
13,3,12,1,6,11,0,0,1,0,0,23,7,8,0,0,0,0,7,8,0,0,0,-0.018687849010610182,0.0023051588756936633,0
8,2,8,3,22,2,1,0,1,0,0,19,6,12,2,10,0,0,6,12,5,11,0,0.45049569129370165,0.3240153701654662,0
16,1,6,3,5,4,0,0,1,1,0,27,5,10,2,13,0,2,6,14,3,10,0,0.6473959538110016,0.8437761034942476,0
8,4,2,1,4,5,1,1,1,0,0,18,6,15,6,13,0,0,6,12,5,13,-4,1.001406769236645,1.0034973390627484,0
13,1,14,27,15,1,0,0,0,1,0,36,6,0,0,0,0,0,6,0,0,0,0,-0.01627511811323957,0.01267511763940871,0
8,4,12,1,5,8,1,0,1,0,0,19,7,7,6,13,0,0,8,9,6,13,2,0.999136885857781,0.9955025912499257,1
1,3,12,14,3,4,1,0,1,1,0,18,7,8,5,13,0,0,8,12,7,13,0,0.8464796718440926,1.009729043433435,0
8,2,15,4,5,7,1,0,1,1,0,20,6,9,6,13,0,0,6,0,6,13,0,0.9958826169040842,0.9983764160214635,0
8,2,15,14,5,10,1,1,1,0,1,18,6,0,0,0,0,0,6,1,0,0,0,0.006674269680267148,0.01963272757230277,1
12,1,3,28,6,11,0,0,1,0,0,36,14,21,5,11,0,12,10,20,16,12,3,0.46587139787898074,0.8532797233450922,0
17,1,4,3,10,25,1,1,1,1,0,26,17,26,18,11,2,13,11,21,12,11,3,1.0054673825333296,0.9948292417967511,1
1,1,6,1,10,3,0,0,1,0,0,32,10,15,10,13,0,12,7,8,12,11,1,1.012624001503005,0.8837989880308286,1
1,1,12,14,6,7,0,0,1,0,0,31,7,10,7,13,0,0,8,8,7,13,0,0.850477471216492,0.8451102293253766,1
9,2,6,26,3,4,0,1,1,1,0,26,5,9,2,12,0,1,5,10,0,0,3,0.47875098496986,0.38338968501406395,0
1,4,14,14,4,4,1,0,1,0,0,18,5,11,4,10,0,0,5,7,5,11,3,0.6296995368705579,0.8095628745851555,1
14,1,12,28,4,1,0,0,1,1,1,23,7,12,0,0,0,0,6,6,0,0,0,-0.022849586909142867,-0.010141589383065617,0
1,1,12,1,3,10,1,0,1,1,0,18,8,16,7,12,0,0,8,8,7,13,-3,0.8556734985679991,0.8454024497407485,0
8,6,10,27,10,10,1,0,1,0,1,19,6,0,0,11,0,0,6,8,0,0,1,0.170970413943353,-0.030662572853515157,1
8,2,6,28,3,7,1,1,1,0,0,19,5,6,6,15,0,0,5,6,6,14,3,0.9940829098600519,0.9978480953816904,1
1,4,9,14,10,10,1,1,1,1,1,18,7,8,7,12,0,0,8,8,7,13,3,0.8682936191734502,0.9990082470841695,1
1,1,9,27,10,10,0,0,1,1,1,18,6,7,5,15,0,0,5,6,6,13,0,1.0081526806083125,0.9951414397640438,1
15,1,5,3,5,7,1,0,1,1,0,18,6,14,4,11,0,2,6,11,2,11,-4,0.46890439164146835,0.43786201774740163,0
1,1,8,14,10,10,1,0,1,1,0,32,6,16,2,10,2,0,6,12,0,10,-4,0.41114361814089084,0.6191444006856052,0
14,1,6,14,24,10,0,0,1,1,0,25,5,16,2,11,0,0,5,11,4,11,0,0.6460951360131365,0.36436061931401154,0
1,4,7,1,8,9,0,0,1,1,0,28,5,7,4,13,0,0,5,7,5,14,-3,0.9920938285627376,1.00713354575111,1
1,3,12,3,6,7,1,1,1,0,0,19,7,7,6,13,0,0,6,9,6,13,0,0.9984517307990641,1.003430861443845,1
1,4,10,14,5,8,1,0,1,0,0,18,6,9,6,13,0,0,7,9,6,12,1,0.8495284308724131,1.0099058139102752,1
1,5,12,1,6,4,1,0,1,0,0,20,7,7,6,13,0,0,8,7,6,14,1,1.0058286366366491,1.0075794606233677,1
1,3,12,14,10,11,1,0,1,0,0,18,8,9,7,13,0,0,8,7,5,13,2,1.0120356525457135,0.8484473133056604,1
1,5,9,27,10,10,0,0,0,0,0,39,5,6,5,11,1,0,5,5,3,11,0,0.9865311331905076,0.27380014091000365,1
1,1,12,27,10,10,0,0,1,0,1,31,7,7,7,15,0,0,8,8,7,13,0,0.8564656377764626,0.8842901207147401,1
1,1,5,28,5,8,1,0,1,0,1,20,6,6,6,11,0,0,6,6,6,12,-4,0.9979627758105785,1.000645676599179,1
17,1,12,1,3,4,1,1,1,1,0,18,11,15,7,13,0,5,8,8,7,13,-4,0.8390720142339019,0.8343539921490625,1
12,1,7,1,4,4,0,0,1,1,0,19,5,9,5,11,0,0,5,8,5,11,2,1.0041889267350825,0.47533811167058765,1
1,3,5,14,6,4,1,0,1,0,0,18,6,6,6,13,0,0,6,7,6,14,-4,1.0004066871494215,0.9990877762151721,1
9,1,10,14,4,9,0,0,1,0,0,18,6,6,6,13,0,0,6,6,6,12,0,1.0027252747418194,1.002724465228782,1
1,2,12,1,4,10,0,0,1,0,0,20,7,7,7,14,0,0,8,10,8,15,3,0.9965729056371456,0.8320444683236671,1
3,1,4,2,7,2,0,0,1,1,0,20,6,19,7,13,0,2,10,11,3,11,0,0.8304807368154264,0.3574962519863422,1
12,2,14,14,1,10,1,1,0,1,0,19,6,6,0,0,0,0,6,0,0,0,0,-0.0024514978422937664,-0.006524278979014823,0
14,1,11,1,6,10,1,0,1,0,0,20,6,14,3,10,0,0,6,12,2,11,0,0.454144958200732,0.6266056278976166,1
1,1,3,1,10,10,1,0,0,1,0,18,6,0,0,0,0,0,6,0,0,0,0,-0.018062681973531478,0.0005468165976296068,1
1,4,10,14,10,11,0,0,1,0,0,20,6,7,6,15,0,0,6,7,6,14,0,1.0037067952600345,0.8376926417683109,1
14,1,6,27,10,10,0,0,1,0,0,26,5,6,0,0,3,0,5,5,0,0,1,-0.024737040980443603,-0.014441481679342727,0
7,3,9,14,10,8,1,0,1,1,0,20,5,6,0,0,7,0,5,6,0,0,1,-0.03319835785628507,-0.0199845537229383,1
12,1,15,14,10,8,0,0,1,1,0,35,7,10,6,13,0,0,7,8,5,11,0,0.8441860219041478,0.8495869379466423,0
15,2,15,28,1,10,0,0,1,1,0,19,6,6,5,11,0,0,6,6,5,15,3,1.0080882621368163,1.0083402452454993,1
1,1,9,27,10,10,0,0,1,0,0,36,6,6,6,14,0,0,5,6,5,14,0,1.0000484843032453,1.0050085941441818,1
12,1,3,14,1,6,0,0,1,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0.016636970117178053,0.011132480167451438,0
15,1,12,1,4,7,0,0,1,0,0,32,11,10,6,13,0,0,7,7,5,13,0,1.0038533293152974,0.9956945390480672,0
4,1,3,27,10,7,0,0,1,0,0,34,7,10,6,14,0,0,8,19,6,11,-4,0.8425569556322046,0.8367011337711248,1
1,3,10,28,6,9,1,0,1,0,0,18,6,10,5,12,0,0,6,6,5,11,3,1.0038414995031786,0.994520570521072,1
16,1,12,28,10,10,1,0,1,0,0,32,13,23,6,11,2,5,12,13,5,13,3,1.006844521453746,1.0069744398129614,1
9,2,12,14,1,3,1,0,1,0,0,18,6,8,5,12,0,0,8,11,5,11,3,0.8492178281303879,0.8657999985915821,1
12,1,3,27,10,8,0,0,1,0,0,37,7,9,4,10,0,0,7,8,5,11,-4,0.8525066028436744,0.8399568148817169,0
1,1,8,1,4,4,1,1,1,1,0,19,6,7,6,13,0,0,6,6,5,13,0,1.0025986222104055,0.9978517698021986,1
14,1,9,14,5,5,0,0,1,1,0,27,5,20,15,11,0,5,19,12,5,12,0,0.8350605824031917,0.8574561749322558,0
1,4,9,27,5,10,1,0,1,0,1,18,6,10,5,13,0,0,6,6,5,11,1,0.9973158152787477,1.0035073186292247,1
12,1,3,14,6,5,0,1,1,1,0,34,6,7,6,12,0,0,6,6,6,14,0,0.9971362324857086,0.9860758999702639,1
12,1,12,14,10,10,0,0,1,0,0,25,8,8,7,12,0,0,8,7,7,13,1,0.8816800313152564,0.8336490413919428,1
1,4,16,1,10,8,0,0,1,0,0,18,6,6,5,12,0,0,6,6,6,11,3,1.0070166282423403,0.0034607694048963667,1
1,3,10,14,6,21,1,0,1,1,0,19,0,0,0,13,0,0,0,0,0,13,0,0.9926571426140136,1.003875854257573,1
1,4,10,14,10,10,1,0,1,0,1,18,7,9,6,13,0,0,7,8,6,13,3,1.0020275393527578,1.004038614663236,1
8,6,15,1,10,11,1,0,1,0,0,19,6,12,6,11,0,0,6,10,5,11,3,0.9998405065471783,0.9986050899902501,1
12,1,3,27,10,9,0,0,1,0,0,46,6,7,6,11,0,0,6,6,5,11,-1,0.8465378020943727,0.8329315712191634,1
9,5,12,14,10,11,0,0,1,0,1,19,8,9,7,12,0,0,8,7,7,13,3,0.8619180647047961,0.8651043298184017,1
8,6,12,14,3,10,1,0,1,0,0,20,7,7,7,13,0,0,8,7,7,13,1,1.0111433164913521,0.9984465625929874,1
1,1,3,14,10,10,0,0,1,0,0,18,6,6,0,0,0,0,6,8,0,0,0,0.001727794923413916,0.0011309891794483045,1
8,5,10,27,5,11,1,0,1,0,1,19,6,10,3,13,1,0,6,0,3,0,3,0.483985855101577,0.44916559086447866,0
14,1,8,27,6,3,0,0,1,0,0,37,5,13,3,12,0,0,5,7,3,10,0,0.6430146683352863,0.8199837820325729,0
12,2,12,14,6,20,0,0,1,0,0,20,6,9,5,13,2,0,7,8,5,15,0,0.8412699161039372,0.8509049817373137,1
4,1,13,5,1,11,0,0,1,1,0,38,5,6,16,13,5,1,5,8,0,12,0,0.21758626800931016,-0.009140221736801731,0
14,1,9,5,1,2,0,0,0,1,0,24,5,11,3,10,2,1,5,10,3,11,-4,0.22504670297992807,0.4015258338514321,1
8,5,9,1,4,4,1,1,1,1,0,18,5,11,5,10,1,0,5,9,3,10,1,0.4227221140686973,0.6284435330385342,1
15,1,2,1,6,3,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,-0.018654473816754502,-0.01694384792277887,1
9,6,12,14,3,10,1,0,1,0,0,18,8,9,7,13,0,0,8,12,7,12,-4,0.8686843363697431,0.8697215557665706,1
1,4,9,27,10,5,1,1,1,0,0,18,5,9,7,13,0,0,8,8,8,14,3,1.0078457347784844,0.9953492237159857,1
14,2,2,14,4,10,0,0,1,1,0,20,5,6,0,0,0,0,5,6,0,0,0,0.0020779904156378805,0.03724842277017435,1
9,3,2,14,5,8,1,1,1,0,0,18,0,0,0,0,0,0,6,0,0,0,2,-0.02368884805987282,0.006386150343251224,1
17,1,4,14,3,4,0,0,1,0,0,20,11,21,11,15,0,5,11,15,10,15,3,0.9985280814609753,0.9963698577082224,1
8,6,12,1,3,2,0,0,1,0,0,18,7,7,6,15,0,0,8,9,8,14,2,1.0036779508576195,0.9994730767947824,1
8,1,7,2,5,4,0,0,1,1,0,21,5,9,3,15,0,0,5,7,5,13,1,0.838883157440607,1.0011959510956943,1
14,1,3,24,13,1,0,0,1,1,0,47,3,5,0,0,0,0,0,0,0,0,0,0.032529228850846484,0.013294678657271266,0
1,1,16,14,6,11,0,0,1,0,0,19,6,13,3,10,0,0,6,15,5,0,0,0.3913079309780328,0.373891086798156,0
12,1,3,14,10,10,0,0,1,0,0,31,6,6,6,13,0,0,6,6,6,12,-1,0.9956904064307384,0.8589299737792802,1
14,1,9,27,10,10,0,0,1,1,0,19,5,12,5,10,0,0,5,11,3,12,-1,0.6094581288459178,0.31849082478766555,1
8,2,12,3,8,9,1,1,1,0,0,18,7,10,2,14,0,0,8,11,3,13,3,1.0043497439277007,0.27633321309424325,1
1,1,8,3,10,10,0,0,1,1,0,21,6,9,4,13,0,0,6,12,3,11,0,0.467342659519376,0.29829369034590897,0
1,4,12,14,5,2,1,0,1,0,0,18,7,7,6,13,0,0,7,7,8,14,0,1.0120834591148782,0.9996254284647427,1
1,1,16,28,4,2,0,0,0,0,0,18,6,10,2,11,0,0,6,12,0,10,-4,0.4711101263761555,0.2692974750531068,0
1,4,2,28,10,2,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,-0.0028207582399521784,0.010201955946391058,1
8,1,13,14,5,8,0,0,1,1,0,18,7,12,10,14,0,0,7,8,5,12,0,0.8601994454431632,0.4203630686237484,0
8,1,9,14,10,6,1,0,1,0,0,18,5,7,7,13,0,0,5,9,7,12,3,0.9996548345930212,0.9992274107655402,1
12,1,9,1,10,8,0,0,1,1,0,54,5,6,5,12,0,0,5,9,5,13,0,0.8499035720112669,0.8461445341296825,1
